commune_code,commune_libelle,quartier,region,departement,zone,nb_enfants_0_4,nb_enfants_5_15,nb_adultes_H,nb_adultes_F,taille_menage,statut_occupation,type_habitat,proxy_niveau_vie,proxy_niveau_vie_label,repondant_sexe,repondant_age,repondant_statut,repondant_est_cm,cm_sexe,cm_age,cm_tranche_age,cm_type_enseignement,cm_niveau_instruction,cm_alpha_francais,cm_alpha_anglais,cm_alpha_arabe,cm_alpha_lng_nationale,cm_alpha_autre_etrangere,cm_est_alphabetise,cm_situation_matrimoniale,cm_statut_emploi,cm_secteur_emploi,cm_revenu,src__v1,src__v2,src__v3,src__v4,src__v5,src__v6,src__v7,sources_liste,nb_sources,nat__v8,nat__v9,nat__v10,nat__v11,nat__v12,nat__v13,nat__v14,nat__v15,nat__v16,nat__v17,natures_liste,nb_natures,mode_stockage,stockage_couvert,place_stockage,capacite_stockage_suffisante,tri_avant_evacuation,revente_dechets,types_revendus_liste,raison_non_revente,proportion_traitee,traitement_enfouissement,traitement_incineration,traitement_recyclage,traitement_compostage,au_moins_un_traitement,responsable_evacuation,acces_benne_tasseuse,benne_usage_regulier,distance_point_collecte,benne_point_nettoyage,benne_heure_convient,frequence_benne,satisfaction_benne,service_alternatif_type,service_alternatif_raison,a_service_alternatif,service_evacuation_payant,montant_evacuation_tranche,frequence_paiement,montant_mensuel_evacuation_fcfa,duree_quartier,existence_bacs_quartier,satisfaction_bacs,raison_insatisfaction_bacs,corbeilles_rue_presentes,satisfaction_emplacements_corbeilles,satisfaction_qualite_corbeilles,acces_depotoire_normalise,dep_sauvages_rue_freq,eaux_usees_rue_freq,depots_sauvages_observes,dernier_depot_sauvage,contact_UCG_pour_depot,satisfaction_reaction_UCG,nuisible__v23,nuisible__v24,nuisible__v25,nuisible__v26,nuisible__v27,nuisible__v28,nuisible__v29,nuisibles_liste,nb_nuisibles,service_balayage_rues,satisfaction_balayage,set_setal,place_publique,gestionnaire_place_publique,salubrite_place_publique,marche_present,gestionnaire_marche,gestion_dechets_marche,connait_UCG,campagne_sensibilisation,organisateur_campagne,satisfait_campagne,suggestions_amelioration,maladie__v30,maladie__v31,maladie__v32,maladie__v33,maladie__v34,maladie__v35,maladie__v36,maladie__v37,maladie__v38,maladies_liste,nb_maladies,aucune_maladie,nb_types_maladies_menage,maladie_liee_dechets
10,Sébikotane,YANN BEL AIR,Dakar,Rufisque,Région de Dakar (urbain),7,6,4,4,21.0,Propriétaire,Case / Baraque,1,Moyen-bas,Femme,16.0,Fils ou Fille,Non,Homme,,,École arabe,Primaire,Non,Non,Oui,Oui,Oui,Oui,,,,,1,0,0,0,1,0,0,Consommation alimentaire / Cuisine | Entretien du logement,2,1,1,1,0,1,1,1,0,1,0,Plastiques | Papier / Carton | Restes d'aliments | Déchets électroménagers | Déchets verts | Métal | Médicaments,7,Seau / Bassine,Non,"Dans la rue, près de la maison",Oui,Non,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,,,,,,,,,,,Non,,,,0.0,1 mois et plus,Non,,,Oui,Très mauvais / Pas du tout satisfait,,Oui,"Oui, rarement","Non, jamais","Non, jamais",,,,1,1,1,0,0,1,0,Moustiques | Mouches | Cafards | Rats,4,,,Oui,Oui,Association du quartier,Très bon / Très satisfait,Oui,Mairie,Très bon / Très satisfait,Oui,Oui,Autre,Oui,"ORGANISER DES FÊTES, DÎNER, MATCH POUR REGROUPER LES GENS GENS DU QUARTIER AFIN DE LES ENCOURAGER",1,1,0,0,0,0,0,0,0,Fièvre | Asthme,2,0,2,Oui
10,Sébikotane,YANN 3,Dakar,Rufisque,Région de Dakar (urbain),4,5,3,3,15.0,Logé par un tiers,Case / Baraque,0,Faible,Homme,68.0,Chef de ménage,Oui,Femme,45.0,45-59 ans,École arabe,Primaire,Oui,Non,Oui,Oui,Oui,Oui,,,,,1,1,1,0,1,1,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Élevage | Entretien du logement | Commerce / activités de production,5,1,1,1,0,1,1,0,1,0,0,Plastiques | Papier / Carton | Restes d'aliments | Déchets électroménagers | Déchets verts | Excréments d'animaux,6,Sac,Non,"Dans la rue, près de la maison",Oui,Oui,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,,,,,,,,,,,Non,,,,0.0,1 mois et plus,Oui,Très bon / Très satisfait,,Oui,Très mauvais / Pas du tout satisfait,,Oui,"Oui, très souvent","Oui, très souvent","Oui, fréquemment",Plus de 7 jours,Non,,1,1,0,0,1,0,0,Moustiques | Mouches | Vers,3,,,Oui,Oui,Association du quartier,Très bon / Très satisfait,Oui,Association du quartier,Bon / Satisfait,Non,Oui,Service d'hygiène,Non,AUGMENTE LE SERVICE,1,1,1,0,0,0,0,0,0,Fièvre | Asthme | Rhume,3,0,3,Oui
10,Sébikotane,YANN BEL AIR,Dakar,Rufisque,Région de Dakar (urbain),7,4,5,6,22.0,Propriétaire,Case / Baraque,1,Moyen-bas,Homme,35.0,Fils ou Fille,Non,Femme,47.0,45-59 ans,Aucun,,Non,Non,Non,Oui,Oui,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,1,0,0,1,0,1,0,1,0,Plastiques | Papier / Carton | Déchets électroménagers | Métal | Médicaments,5,Seau / Bassine,Non,"Dans la rue, près de la maison",Non,Oui,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,,,,,,,,,,,Non,,,,0.0,1 mois et plus,Non,,,Oui,Très mauvais / Pas du tout satisfait,,Oui,"Non, jamais","Oui, très souvent","Non, jamais",,,,1,1,0,0,1,1,0,Moustiques | Mouches | Vers | Rats,4,,,Oui,Non,,,,,,Oui,Oui,Autre,Oui,AUGMENTER LA FRÉQUENCE DE VENUE DES CAMIONS QUI GÈRENT LES DÉCHETS. FAILLES ÊTRE PLUS SÉRIEUX DEDANS,1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non
10,Sébikotane,HANN SUR MER,Dakar,Rufisque,Région de Dakar (urbain),3,2,5,4,14.0,Logé par un tiers,Maison en étage,1,Moyen-bas,Femme,31.0,Femme ou Mari,Non,Homme,70.0,60 ans et plus,École française,Primaire,Non,Non,Non,Oui,Non,Oui,,,,,0,1,0,1,1,0,0,Gestion du foyer (hors alimentation) | Animaux domestiques | Entretien du logement,3,1,1,1,0,1,1,1,1,0,0,Plastiques | Papier / Carton | Restes d'aliments | Déchets électroménagers | Déchets verts | Métal | Excréments d'animaux,7,Poubelle spécialisée,Non,"Dans la rue, près de la maison",Oui,Non,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,,,,,,,,,,,Non,,,,0.0,1 mois et plus,Ne sait pas,,,Non,,,Non,"Oui, rarement","Non, jamais","Non, jamais",,,,1,1,0,1,0,0,0,Moustiques | Mouches | Souris,3,,,Oui,Non,,,,,,Non,Non,,,FAUT TROUVER DES MOYENS D'ORIENTATION ET DE SENSIBILISATION DES HABITANTS SUR LES MOYENS QUE RISQUENT CES ORDURES.,0,0,0,0,0,0,0,0,1,Autre maladie,1,0,1,Non
10,Sébikotane,Hann 3,Dakar,Rufisque,Région de Dakar (urbain),2,1,2,4,9.0,Propriétaire,Maison en étage,2,Moyen-haut,Femme,37.0,Femme ou Mari,Non,Homme,50.0,45-59 ans,École coranique,,Non,Non,Non,Non,Non,Non,,,,,1,0,1,1,0,0,0,Consommation alimentaire / Cuisine | Élevage | Animaux domestiques,3,1,1,0,0,0,0,0,1,0,0,Plastiques | Papier / Carton | Excréments d'animaux,3,Seau / Bassine,Non,"Dans la rue, près de la maison",Non,Non,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,Autre membre féminin de plus de 12 ans,Oui,Oui,Acceptable,Non,Oui,Régulière,Bon,,,Non,,,,0.0,1 mois et plus,Oui,Bon / Satisfait,,Non,,,Oui,"Oui, très souvent","Non, jamais","Oui, fréquemment",Moins de 2 jours,Non,,1,1,1,1,1,1,1,Moustiques | Mouches | Cafards | Souris | Vers | Rats | Autre,7,Ne sait pas,,Oui,Oui,Mairie,Mauvais / Pas satisfait,Oui,Mairie,Mauvais / Pas satisfait,Non,Non,,,,0,1,1,0,1,0,0,0,0,Asthme | Rhume | Toux,3,0,3,Oui
10,Sébikotane,HANN 3,Dakar,Rufisque,Région de Dakar (urbain),2,1,6,4,13.0,Propriétaire,Maison en étage,2,Moyen-haut,Femme,26.0,Femme ou Mari,Non,Homme,60.0,60 ans et plus,École française,Secondaire,Oui,Non,Non,Oui,Non,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation),2,1,0,0,0,0,0,0,0,0,0,Plastiques,1,Poubelle spécialisée,Oui,Dans la parcelle,Oui,Oui,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,,,,,,,,,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Non, jamais","Oui, fréquemment",Moins de 2 jours,Oui,Bon / Satisfait,0,0,0,0,0,0,1,Autre,1,Non,,Non,Oui,Mairie,Bon / Satisfait,Oui,Autre / Personne,Bon / Satisfait,Non,Non,,,Ameliorer la frequence des services de gestion des dechets,0,0,0,0,1,0,0,0,0,Toux,1,0,1,Oui
10,Sébikotane,HANN 3,Dakar,Rufisque,Région de Dakar (urbain),5,3,4,4,16.0,Propriétaire,Maison basse,2,Moyen-haut,Femme,31.0,Femme ou Mari,Non,Homme,40.0,35-44 ans,École française,Primaire,Oui,Non,Non,Oui,Non,Oui,,,,,1,1,1,0,0,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Élevage,3,1,0,0,0,0,0,0,1,0,0,Plastiques | Excréments d'animaux,2,Poubelle spécialisée,Oui,"Dans la rue, près de la maison",Oui,Non,Non,,N'est pas intéressé,Aucune partie,,,,,Non,,,,,,,,,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,1,Autre,1,,,Oui,Oui,Mairie,Bon / Satisfait,Oui,Mairie,Bon / Satisfait,Non,Non,,,AUGMENTER LA FREQUENCE DES PASSAGES DES SERVICES QUI GERENT LA GESTION DES ORDURE,0,1,0,0,0,0,0,0,0,Asthme,1,0,1,Oui
10,Sébikotane,CAPA,Dakar,Rufisque,Région de Dakar (urbain),0,2,2,1,5.0,Propriétaire,Maison basse,2,Moyen-haut,Femme,39.0,Fils ou Fille,Non,Femme,55.0,45-59 ans,Aucun,,Oui,Non,Non,Oui,Oui,Oui,,,,,0,1,0,0,0,0,0,Gestion du foyer (hors alimentation),1,1,0,0,0,0,0,0,0,0,0,Plastiques,1,Poubelle spécialisée,Oui,Dans la parcelle,Oui,Non,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,,,,,,,,,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,0,1,0,0,0,0,0,Mouches,1,,,Oui,Non,,,,,,Oui,Non,,,AVOIR DES BANCS A ORDURE ET DES CORBEILLES,0,0,1,0,1,0,0,0,0,Rhume | Toux,2,0,2,Oui
10,Sébikotane,HANN 3 CAPA,Dakar,Rufisque,Région de Dakar (urbain),1,1,5,2,9.0,Propriétaire,Maison basse,2,Moyen-haut,Femme,21.0,Femme ou Mari,Non,Homme,63.0,60 ans et plus,École coranique,,Non,Non,Non,Non,Non,Non,,,,,1,1,0,0,0,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation),2,1,1,0,0,0,0,0,0,0,0,Plastiques | Papier / Carton,2,Sac,Non,"Dans la rue, loin de la maison",Oui,Oui,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,,,,,,,,,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Oui, très souvent","Non, jamais",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,,,Oui,Non,,,,,,Non,Non,,,AVOIR DES BANCS A ORDURE ET DES TUYAU D' EVACUTIONS D'EAU USEE,0,0,1,0,0,0,0,0,0,Rhume,1,0,1,Non
10,Sébikotane,VILLE MONT,Dakar,Rufisque,Région de Dakar (urbain),0,0,2,1,3.0,Locataire,Maison basse,1,Moyen-bas,Femme,48.0,Femme ou Mari,Non,Homme,54.0,45-59 ans,École française,Supérieur,Oui,Ne sait pas,Non,Oui,Non,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation),2,0,1,1,0,0,1,0,0,0,0,Papier / Carton | Restes d'aliments | Déchets verts,3,Poubelle spécialisée,Oui,Dans la parcelle,Oui,Non,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,,,,,,,,,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,1,Autre,1,,,Non,Non,,,,,,Non,Non,,,AVOIR DES BANCS A ORDURE,0,0,0,0,0,0,0,0,1,Autre maladie,1,0,1,Non
10,Sébikotane,CAPA,Dakar,Rufisque,Région de Dakar (urbain),1,2,1,1,5.0,Propriétaire,Maison basse,2,Moyen-haut,Femme,23.0,Fils ou Fille,Non,Homme,45.0,45-59 ans,École française,Supérieur,Oui,Oui,Non,Oui,Non,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation),2,1,0,1,0,0,0,0,0,0,0,Plastiques | Restes d'aliments,2,Poubelle spécialisée,Non,Dans la parcelle,Oui,Non,Non,,N'est pas intéressé,Aucune partie,,,,,Non,,,,,,,,,,,Non,,,,0.0,1 mois et plus,Ne sait pas,,,Non,,,Non,"Non, jamais","Oui, rarement","Non, jamais",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,,,Oui,Oui,Mairie,Bon / Satisfait,Oui,Mairie,Bon / Satisfait,Non,Non,,,Sans Avis,0,0,0,0,0,0,0,0,1,Autre maladie,1,0,1,Non
10,Sébikotane,Hann plage,Dakar,Rufisque,Région de Dakar (urbain),4,3,1,3,11.0,Propriétaire,Maison en étage,2,Moyen-haut,Femme,37.0,Femme ou Mari,Non,Homme,47.0,45-59 ans,École coranique,,Non,Non,Oui,Oui,Non,Oui,,,,,1,0,0,0,1,0,0,Consommation alimentaire / Cuisine | Entretien du logement,2,1,1,0,1,0,1,0,0,0,0,Plastiques | Papier / Carton | Vêtements / Tissus | Déchets verts,4,Seau / Bassine,Non,Dans la parcelle,Oui,Non,Oui,Plastique,,Aucune partie,,,,,Non,,,,,,,,,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,1,1,1,1,1,1,0,Moustiques | Mouches | Cafards | Souris | Vers | Rats,6,,,Oui,Non,,,,,,Oui,Non,,,Gérer la propreté du quartier.,0,0,0,0,0,0,0,0,1,Autre maladie,1,0,1,Non
10,Sébikotane,HANNYENN,Dakar,Rufisque,Région de Dakar (urbain),5,4,7,4,20.0,Locataire,Maison basse,1,Moyen-bas,Femme,35.0,Frère ou Sœur,Non,Homme,52.0,45-59 ans,École coranique,,Ne sait pas,Ne sait pas,Non,Oui,Ne sait pas,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,1,1,1,1,1,1,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Vêtements / Tissus | Déchets électroménagers | Déchets verts | Métal,7,Sac,Oui,"Dans la rue, près de la maison",Non,Oui,Non,,N'en a pas connaissance,Une partie,Non,Non,Oui — une partie,Non,Oui,,,,,,,,,,,Non,,,,0.0,1 mois et plus,Non,,,Oui,Très mauvais / Pas du tout satisfait,,Oui,"Oui, très souvent","Oui, rarement","Oui, rarement",,,,1,1,0,1,1,0,0,Moustiques | Mouches | Souris | Vers,4,,,Oui,Oui,Association du quartier,Bon / Satisfait,Oui,Mairie,Très bon / Très satisfait,Oui,Non,,,"LE CAMION DOIT VENIR FRÉQUEMMENT, AUSSI LA CANALISATION AVEC LES EAUX USÉES",1,0,0,0,0,1,0,0,0,Fièvre | Nausées ou vomissements,2,0,2,Oui
10,Sébikotane,HANN 3,Dakar,Rufisque,Région de Dakar (urbain),0,0,1,0,1.0,Locataire,Maison basse,1,Moyen-bas,Homme,25.0,Chef de ménage,Oui,Homme,25.0,25-34 ans,École française,Supérieur,Oui,Oui,Non,Oui,Oui,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,1,1,0,0,0,1,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Métal,4,Seau / Bassine,Oui,Dans la parcelle,Oui,Oui,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,,,,,,,,,,,Non,,,,0.0,1 mois et plus,Oui,Très mauvais / Pas du tout satisfait,,Oui,Très mauvais / Pas du tout satisfait,,Oui,"Non, jamais","Oui, très souvent","Non, jamais",,,,0,0,0,0,0,0,1,Autre,1,,,Oui,Oui,UCG,Bon / Satisfait,Oui,Association du quartier,Mauvais / Pas satisfait,Oui,Non,,,AUGMENTATER LA FRÉQUENCE DES SENSIBILISATIONS,0,0,0,0,0,0,0,0,1,Autre maladie,1,0,1,Non
10,Sébikotane,HANN3,Dakar,Rufisque,Région de Dakar (urbain),1,0,2,1,4.0,Propriétaire,Maison en étage,2,Moyen-haut,Femme,25.0,Fils ou Fille,Non,Homme,,,Ne sait pas,,Ne sait pas,Ne sait pas,Ne sait pas,Oui,Ne sait pas,Oui,,,,,1,0,0,0,0,0,0,Consommation alimentaire / Cuisine,1,1,1,0,0,0,0,0,0,0,0,Plastiques | Papier / Carton,2,Seau / Bassine,Non,"Dans la rue, près de la maison",Oui,Non,Non,,N'est pas intéressé,Aucune partie,,,,,Non,,,,,,,,,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Non, jamais","Oui, fréquemment",Moins de 2 jours,Non,,1,1,0,0,0,0,0,Moustiques | Mouches,2,,,Oui,Oui,Association du quartier,Bon / Satisfait,Oui,Mairie,Bon / Satisfait,Oui,Non,,,PROMOUVOIR L'EVACUATION DES DECHETS LIQUIDES,0,0,0,0,0,0,0,0,1,Autre maladie,1,0,1,Non
10,Sébikotane,YARAKH HANN PLAGE,Dakar,Rufisque,Région de Dakar (urbain),0,3,1,2,6.0,Propriétaire,Maison en étage,2,Moyen-haut,Femme,22.0,Fils ou Fille,Non,Homme,,,École française,Secondaire,Oui,Oui,Oui,Oui,Non,Oui,,,,,1,0,1,0,1,1,0,Consommation alimentaire / Cuisine | Élevage | Entretien du logement | Commerce / activités de production,4,1,1,1,0,0,0,1,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Métal,4,Seau / Bassine,Oui,Dans la parcelle,Oui,Non,Non,,N'est pas intéressé,Aucune partie,,,,,Non,,,,,,,,,,,Non,,,,0.0,1 mois et plus,Ne sait pas,,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,0,0,0,0,0,0,1,Autre,1,,,Oui,Oui,NSP,Mauvais / Pas satisfait,Oui,Association du quartier,Mauvais / Pas satisfait,Oui,Non,,,NE PLUS LAISSER LES ORDURES TOMBEES DANS LA RUE UNE FOIS APRÈS PASSAGE DE L'UCG,0,0,1,0,1,0,1,0,0,Rhume | Toux | Démangeaisons,3,0,3,Oui
10,Sébikotane,Han plage,Dakar,Rufisque,Région de Dakar (urbain),6,7,12,10,35.0,Propriétaire,Case / Baraque,1,Moyen-bas,Femme,56.0,Petit-fils / Petite-fille,Non,Femme,58.0,45-59 ans,École arabe,Primaire,Non,Non,Non,Oui,Non,Oui,,,,,1,1,0,0,0,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation),2,0,1,1,0,0,0,0,0,0,0,Papier / Carton | Restes d'aliments,2,Seau / Bassine,Non,"Dans la rue, près de la maison",Oui,Non,Oui,Ferraille,,Aucune partie,,,,,Non,,,,,,,,,,,Non,,,,0.0,1 mois et plus,Non,,,Oui,Mauvais / Pas satisfait,,Oui,"Oui, très souvent","Oui, très souvent","Non, jamais",,,,1,1,0,0,0,0,0,Moustiques | Mouches,2,,,Oui,Oui,Service privé,Bon / Satisfait,Oui,Mairie,Bon / Satisfait,Oui,Non,,,AVOIR DES DEPOTS D ORDURES DANS LE QUARTIER,1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non
10,Sébikotane,Yarky capa,Dakar,Rufisque,Région de Dakar (urbain),1,4,3,1,9.0,Propriétaire,Maison basse,2,Moyen-haut,Homme,25.0,Fils ou Fille,Non,Homme,58.0,45-59 ans,École française,Primaire,Oui,Non,Non,Oui,Oui,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,1,1,1,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments | Vêtements / Tissus,4,Poubelle spécialisée,Oui,"Dans la rue, près de la maison",Non,Non,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,,,,,,,,,,,Non,,,,0.0,1 mois et plus,Non,,,Oui,Mauvais / Pas satisfait,,Oui,"Oui, très souvent","Oui, très souvent","Non, jamais",,,,1,0,0,1,0,1,0,Moustiques | Souris | Rats,3,,,Oui,Oui,Association du quartier,Bon / Satisfait,Oui,Mairie,Bon / Satisfait,Oui,Non,,,AVoir des poubelles,1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non
10,Sébikotane,Mor fall,Dakar,Rufisque,Région de Dakar (urbain),1,1,6,4,12.0,Propriétaire,Maison basse,2,Moyen-haut,Femme,43.0,Chef de ménage,Oui,Femme,43.0,35-44 ans,École française,Secondaire,Oui,Non,Non,Oui,Non,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,1,1,0,0,0,0,0,1,0,Plastiques | Papier / Carton | Restes d'aliments | Médicaments,4,Sac,Non,"Dans la rue, près de la maison",Oui,Oui,Oui,Ferraille,,Une partie,Oui — une partie,Non,Non,Non,Oui,,,,,,,,,,,Non,,,,0.0,1 mois et plus,Oui,Bon / Satisfait,Insuffisance,Oui,Bon / Satisfait,Bon / Satisfait,Oui,"Oui, très souvent","Non, jamais","Non, jamais",,,,1,0,0,1,0,1,0,Moustiques | Souris | Rats,3,,,Oui,Oui,Service privé,Bon / Satisfait,Oui,Mairie,Mauvais / Pas satisfait,Oui,Oui,Autre,Non,"ENTRETIEN DU MARCHE, MANQUE DE MOYEN",0,1,0,0,0,0,0,0,0,Asthme,1,0,1,Oui
10,Sébikotane,Antha,Dakar,Rufisque,Région de Dakar (urbain),3,6,7,7,23.0,Propriétaire,Maison basse,2,Moyen-haut,Femme,45.0,Frère ou Sœur,Non,Femme,70.0,60 ans et plus,École française,Primaire,Oui,Non,Non,Non,Non,Oui,,,,,1,0,1,0,1,0,0,Consommation alimentaire / Cuisine | Élevage | Entretien du logement,3,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Sac,Oui,"Dans la rue, près de la maison",Non,Non,Non,,N'est pas intéressé,Aucune partie,,,,,Non,,,,,,,,,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Non, jamais","Non, jamais","Non, jamais",,,,1,0,0,0,0,0,0,Moustiques,1,,,Oui,Non,,,,,,Oui,Non,,,Aider la pop financière,0,0,0,0,1,0,0,0,0,Toux,1,0,1,Oui
10,Sébikotane,Hann plage,Dakar,Rufisque,Région de Dakar (urbain),0,4,6,8,18.0,Propriétaire,Maison en étage,2,Moyen-haut,Femme,53.0,Fils ou Fille,Non,Femme,73.0,60 ans et plus,Ne sait pas,,Ne sait pas,Ne sait pas,Ne sait pas,Oui,Non,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Poubelle spécialisée,Oui,"Dans la rue, près de la maison",Non,Non,Non,,Revenus faibles,Aucune partie,,,,,Non,,,,,,,,,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Oui, très souvent","Oui, très souvent","Non, jamais",,,,1,0,0,1,0,1,0,Moustiques | Souris | Rats,3,,,Oui,Oui,Service privé,Bon / Satisfait,Oui,Mairie,Bon / Satisfait,Oui,Non,,,"L ENTRETIEN DE L USINE
AIde jeunesse",1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non
10,Sébikotane,Hann plage,Dakar,Rufisque,Région de Dakar (urbain),3,4,7,9,23.0,Propriétaire,Case / Baraque,1,Moyen-bas,Femme,52.0,Femme ou Mari,Non,Femme,52.0,45-59 ans,École arabe,Primaire,Non,Non,Oui,Oui,Non,Oui,,,,,1,1,0,0,1,0,0,Consommation alimentaire / Cuisine | Gestion du foyer (hors alimentation) | Entretien du logement,3,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Seau / Bassine,Non,Dans la parcelle,Non,Non,Non,,N'en a pas connaissance,Une partie,Non,Non,Non,Oui — une partie,Oui,,,,,,,,,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Oui, rarement","Oui, rarement","Oui, rarement",,,,1,1,0,1,0,1,0,Moustiques | Mouches | Souris | Rats,4,,,Oui,Non,,,,,,Oui,Oui,Autre,Non,Entretien du quartier,1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non
10,Sébikotane,Yarakhe hann,Dakar,Rufisque,Région de Dakar (urbain),0,1,0,3,4.0,Propriétaire,Maison en étage,2,Moyen-haut,Femme,17.0,Fils ou Fille,Non,Femme,,,École arabe,Ne sait pas,Non,Non,Oui,Ne sait pas,Non,Oui,,,,,1,0,1,1,1,0,0,Consommation alimentaire / Cuisine | Élevage | Animaux domestiques | Entretien du logement,4,1,0,1,0,0,0,1,0,0,0,Plastiques | Restes d'aliments | Métal,3,Seau / Bassine,Non,Dans la parcelle,Non,Non,Non,,N'en a pas connaissance,Aucune partie,,,,,Non,,,,,,,,,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Oui, très souvent","Non, jamais","Non, jamais",,,,1,1,0,1,0,0,0,Moustiques | Mouches | Souris,3,,,Oui,Oui,Mairie,Bon / Satisfait,Oui,Association du quartier,Mauvais / Pas satisfait,Oui,Non,,,"Sensibilisation
Amené des poubelles
Nettoyé chaque dimanche",1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non
10,Sébikotane,Hann plage,Dakar,Rufisque,Région de Dakar (urbain),2,2,5,5,14.0,Locataire,Maison en étage,1,Moyen-bas,Homme,37.0,Chef de ménage,Oui,Homme,37.0,35-44 ans,École française,Primaire,Oui,Non,Non,Oui,Non,Oui,,,,,1,0,0,0,1,1,0,Consommation alimentaire / Cuisine | Entretien du logement | Commerce / activités de production,3,1,1,1,0,0,0,0,0,0,0,Plastiques | Papier / Carton | Restes d'aliments,3,Sac,Oui,Dans la parcelle,Non,Oui,Non,,N'est pas intéressé,Aucune partie,,,,,Non,,,,,,,,,,,Non,,,,0.0,1 mois et plus,Non,,,Non,,,Non,"Oui, rarement","Oui, rarement","Non, jamais",,,,1,1,0,1,0,0,0,Moustiques | Mouches | Souris,3,,,Oui,Oui,Mairie,Bon / Satisfait,Oui,Autre / Personne,Bon / Satisfait,Oui,Oui,Service d'hygiène,Oui,Sensibiliser la pop,1,0,0,0,0,0,0,0,0,Fièvre,1,0,1,Non
